商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"【拍1发4】炸鸡套餐鸡米花洋葱圈小酥肉上校鸡块空气炸锅半成品",39.9,30.0%,11.97,已售：148,结束：2023-04-30,3,14,递一棒Lifestyle Relay食品旗舰店,4.78,4.94,4.9,2023-04-18 21:55:53.436
"膳食肠蔬菜烤肠200*4/袋地道肠纯香肉肠",39.9,35.0%,13.96,已售：3926,结束：2024-03-30,1,6,畅翔生鲜旗舰店,4.68,4.01,4.6,2023-04-18 21:55:53.559
"麻辣老婆脚鲍鱼螺即食麻辣捞汁小海鲜零食休闲追剧夜宵海螺下酒菜",26.58,25.0%,6.64,已售：26,结束：2024-03-01,,,海味鲜生鲜生产供应链,4.71,4.66,4.76,2023-04-18 21:55:53.672
"芭乐红心软心番石榴新鲜水果红心芭乐浓郁香甜果园直发净重3/5斤",35.8,22.0%,7.88,已售：26,结束：2024-03-06,,,宜日鲜,4.75,4.77,4.68,2023-04-18 21:55:53.772
"宜久郎酥皮馅饼牛肉馅饼猪肉馅饼方便早餐半成品速冻牛肉饼",22.9,25.0%,5.72,已售：1.1万,结束：2023-07-30,3,24,宜久郎生鲜旗舰店,4.98,4.94,4.91,2023-04-18 21:55:53.863
"严选干裙带菜低脂肪无沙免洗鲜嫩海藻高泡发营养裙带菜盒装60g",29.8,55.0%,16.39,已售：8,结束：2023-04-30,,,海岸人家,4.54,4.5,4.59,2023-04-18 21:55:53.946
"特辣超香小米辣七星椒朝天椒小米椒海椒四川辣椒特产红干辣椒250g",16.8,15.0%,2.52,已售：213,结束：2032-11-30,,,巴蜀乡味,4.99,4.94,4.88,2023-04-18 21:55:54.034
"青团糯米小丸子500g奶茶配料珍珠小汤圆小料半成品青汁小圆子速煮",18.5,22.0%,4.07,已售：53,结束：2023-09-30,,,焙小姐小北店,4.98,3.56,4.96,2023-04-18 21:55:54.113
"船小二剁椒鱼子(籽)夹馅虾300克/盘（5只）选2盘优惠腌制生食海鲜",59.0,25.0%,14.75,已售：50,结束：2023-11-30,2,10,船小二海鲜,4.86,4.76,4.94,2023-04-18 21:55:54.198
"楚囷仓公安牛三鲜火锅700g牛肉牛肚牛蹄筋",58.0,20.0%,11.6,已售：1581,结束：2023-10-24,7,,楚囷仓生鲜旗舰店,4.98,4.82,4.72,2023-04-18 21:55:54.286
"海小白裙带菜 裙带菜梗海白菜 特级梗爽脆鲜嫩 1500g梗段凉拌配菜",23.9,27.0%,6.45,已售：24,结束：2023-10-31,,,海小白,4.72,4.76,4.58,2023-04-18 21:55:54.374
"红小厨炸鸡小食组合(炸鸡*2+小酥肉*2+鸡米花*2 )               ",49.9,18.0%,8.98,已售：17,结束：2024-04-01,,,红小厨生鲜旗舰店,4.85,4.93,4.99,2023-04-18 21:55:54.478
"得益优麦谷物低温酸牛奶 生牛乳>80% 搭配饱满燕麦  220g*12盒",70.0,11.0%,7.7,已售：1580,结束：2023-12-31,,,得益官方旗舰店,4.9,4.55,4.75,2023-04-18 21:55:54.571
"[粉丝专属]正宗潮汕牛肉2-3人套餐火锅食材雪花牛肉丸肥牛吊龙",119.0,15.0%,17.85,已售：6,结束：2023-09-30,,,品上丸生鲜旗舰店,4.57,4.63,4.7,2023-04-18 21:55:54.688
"虞三胖速冻红糖糍粑 手工糯米糍粑酥糯小吃糕点（280g10根）*3袋",28.4,21.0%,5.96,已售：4469,结束：2024-02-27,2,23,乡下头美食,4.94,4.97,4.96,2023-04-18 21:55:54.788
"【小白心里软】酵母面包天然小麦粉发酵早餐面包点心",34.8,20.0%,6.96,已售：757,结束：2023-05-31,,,小白心里软官方旗舰店,4.97,3.1,4.67,2023-04-18 21:55:54.887
"四川嫩笋火锅笋农家笋玉兰笋片免切220g/3袋/5袋/8袋",13.9,35.0%,4.86,已售：1136,结束：2024-03-31,3,28,四川农家特色馆,4.69,4.95,4.48,2023-04-18 21:55:54.996
"【粉丝福利】顺丰微山湖麻辣田螺熟食即食零食爆辣口味嗦螺一斤",5.9,20.0%,1.18,已售：173,结束：2023-04-30,,,蒙泰鲜食品,4.94,4.62,4.73,2023-04-18 21:55:55.095
"国产燕京纳豆优选小粒纳豆菌拉丝即食日式料理纳豆激酶非日本进口",38.0,20.0%,7.6,已售：139,结束：2024-02-29,,,燕京中发专卖店,4.81,4.69,4.67,2023-04-18 21:55:55.200
"Dole/都乐黄糯玉米棒单根200g 6根真空包装玉米棒 香糯非转基因",39.9,10.0%,3.99,已售：573,结束：2023-11-30,8,38,都乐Dole生鲜旗舰店,4.77,4.73,4.81,2023-04-18 21:55:55.307
"淡水小鱼干小虾货小河虾小虾米干虾嫩子鱼干湖 南特产农家批发",9.9,18.0%,1.78,已售：109,结束：2023-04-30,,,芳妹子土特产,4.88,4.83,4.9,2023-04-18 21:55:55.413
"广西红美人香蕉10斤红香蕉 美人蕉红皮香蕉整箱批发当季新鲜水果",25.9,21.0%,5.44,已售：872,结束：2023-07-31,5,26,俊怡生鲜旗舰店,4.49,4.99,4.66,2023-04-18 21:55:55.537
"【美早】大樱桃1斤/2斤/3斤 山东脆甜多汁 J空运包邮 新鲜车厘子",68.0,10.0%,6.8,已售：21,结束：2023-05-31,,,鲜果罗鲜森,4.68,4.92,4.41,2023-04-18 21:56:16.350
"肯德基自在厨房葡式蛋挞皮蛋挞液家用烘焙2套装空气炸锅半成品WSS",59.9,20.0%,11.98,已售：39,结束：2023-04-30,,,肯德基自在厨房官方旗舰店,4.99,4.62,4.99,2023-04-18 21:56:16.473
"西红柿新鲜自然熟生吃沙瓤普罗旺斯西红柿水果番茄4.5斤当天采摘",22.8,20.0%,4.56,已售：249,结束：2023-05-31,,,侬乡食生鲜旗舰店,4.78,4.43,4.78,2023-04-18 21:56:16.574
"【饮品搭档】安岳 黄 柠檬 皮薄 酸香多汁 6粒 1斤装包邮",0.6,5.0%,0.03,已售：4908,结束：2023-04-20,,,似曾鄉拾旗舰店,4.76,4.71,4.48,2023-04-18 21:56:16.673
"倾刻主义山东杂粮煎饼纯手工低脂200g小米黑米高粱荞麦红枣燕麦",9.9,32.0%,3.17,已售：6.2万,结束：2023-12-31,10,40,小胖家美食,4.97,4.92,4.55,2023-04-18 21:56:16.785
"瑞福隆清真0反式脂肪酸葱油饼手抓饼20片简单营养早餐饼半成品",29.8,30.0%,8.94,已售：133,结束：2024-08-31,2,16,瑞福隆旗舰店,4.88,4.94,4.86,2023-04-18 21:56:16.897
"【现挖现发】山东农产品香甜紫薯5斤装沙地紫薯",5.18,20.0%,1.04,已售：150,结束：2023-05-31,70,136,北斗熊旗舰店,4.82,4.32,4.46,2023-04-18 21:56:17.002
"【湾仔码头10包】海鲜水饺/玉米/白菜猪肉水饺汤圆煎饺 全家福S",99.0,17.0%,16.83,已售：409,结束：2023-05-31,2,,湾仔码头官方旗舰店,4.99,4.93,4.97,2023-04-18 21:56:17.104
"【都乐Dole】彩糯玉米棒单根200g 6根/10根  真空包装 代餐香糯 ",39.9,10.0%,3.99,已售：347,结束：2023-12-31,9,34,都乐Dole生鲜旗舰店,4.77,4.73,4.81,2023-04-18 21:56:17.240
"金汤酸菜鱼450g*3袋黑鱼冷冻食品鱼哈哈预制菜快手菜半成品菜",59.9,18.0%,10.78,已售：1123,结束：2024-03-12,,,鱼哈哈食品旗舰店,4.93,4.9,4.97,2023-04-18 21:56:17.351
"实惠5斤装云南沃柑应季水果新鲜采摘香甜爆汁皮薄肉厚坏果包赔",25.8,15.0%,3.87,已售：4.0万,结束：2023-12-11,7,,纤果有约个体店,4.28,4.87,4.63,2023-04-18 21:56:17.457
"新鲜深海海蜇丝250g*5包开袋即食爽脆海蜇头海蜇皮凉拌菜",29.9,28.0%,8.37,已售：514,结束：2023-06-30,18,,太空刺猬海味企业店,4.92,4.84,4.73,2023-04-18 21:56:17.577
"【宠粉福利】食在过瘾港式鱼丸20包40包烧烤味香辣味鲜嫩常温",9.9,15.0%,1.48,已售：1643,结束：2023-10-31,21,90,宝宝美食,4.83,4.96,4.67,2023-04-18 21:56:17.705
"干裙带菜韩式裙带菜干货免洗高泡鲜嫩严选出口品质宝宝裙带菜方便",29.9,50.0%,14.95,已售：10,结束：2023-04-30,,,珍香斋,4.47,4.99,4.69,2023-04-18 21:56:17.834
"【当季新鲜】长岛金钩海米海鲜虾米虾仁干爽有嚼劲海产 100克/罐",19.9,30.0%,5.97,已售：82,结束：2023-04-30,2,23,方可食海鲜,4.99,4.92,4.67,2023-04-18 21:56:17.974
"【提前下单到货现切】日本空运冰鲜蓝旗金枪鱼大脂腹O-toro非冷冻",298.0,10.0%,29.8,已售：39,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 21:56:18.105
"【主播推荐】逮虾记大颗粒鲜虾滑q弹半成品1周煲汤火锅丸子150克",149.0,25.0%,37.25,已售：1497,结束：2024-02-21,1,5,逮虾记官方旗舰店,4.99,4.99,4.99,2023-04-18 21:56:18.233
"【头茬】山东头茬羊角蜜甜瓜现摘新鲜水果蜜瓜脆甜多汁4.5斤脆嫩",49.9,20.0%,9.98,已售：240,结束：2023-12-31,,,鲜有志生鲜旗舰店,4.72,4.94,4.42,2023-04-18 21:56:18.367
"百鲜生小丸子爆烤丸火锅丸子关东煮麻辣烫烧烤油炸爆汁丸180克/袋",9.9,20.0%,1.98,已售：100,结束：2024-04-30,11,66,百鲜生速食旗舰店,4.97,4.89,4.82,2023-04-18 21:56:18.484
"big tummy肉小迪法式A级鹅肝冷冻新鲜独立包装婴儿童宝宝生鲜辅食",198.0,15.0%,29.7,已售：38,结束：2023-04-30,,,肉小迪big tummy母婴旗舰店,4.62,4.36,4.68,2023-04-18 21:56:18.622
"【大黄鲜森】安格斯原切谷饲精品牛脖骨5斤红烧炖肉烧烤带肉整根",99.0,15.0%,14.85,已售：22,结束：2023-11-30,,,大黄鲜森生鲜旗舰店,4.77,4.85,4.92,2023-04-18 21:56:18.774
"小川商店日本北海道冰鲜虾夷马粪海胆肉生食 250g（每周到货2次）",1488.0,10.0%,148.8,已售：3,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 21:56:18.893
"甘福园【爆甜多汁】海南金煌水仙芒果3/5斤 新鲜芒果当季热带水果",25.8,12.0%,3.1,已售：221,结束：2023-06-01,8,39,甘福园官方旗舰店,4.52,4.99,4.5,2023-04-18 21:56:18.981
"4斤潮汕肉卷章肉片潮汕特产火锅食材烧烤食材潮汕肉卷团购2000g",65.8,15.0%,9.87,已售：48,结束：2024-01-01,2,15,尚好丸牛肉丸,4.91,4.57,4.93,2023-04-18 21:56:19.081
"【佬味到甜品】潮汕特色甜品加热即食营养代餐 150g/碗",9.9,18.0%,1.78,已售：85,结束：2023-09-30,,,佬味到生鲜旗舰店,4.79,4.98,4.91,2023-04-18 21:56:19.182
"新疆伊犁哈尔毕腌菜厂！辣白菜五公斤大包装！",70.0,15.0%,10.5,已售：199,结束：2024-05-01,,,霍城县清水河镇哈尔毕腌菜厂,4.93,3.8,4.78,2023-04-18 21:56:19.281
"清真食品五香牛肉礼盒装225g*6袋",210.0,10.0%,21.0,已售：18,结束：2023-12-01,,,北舞渡闪国雨胡辣汤店,4.75,4.86,4.91,2023-04-18 21:56:19.387
"【海蓝厨房】海南速冻椰子水0脂清甜取纯罐装1000ml瓶装冷冻保存",49.0,20.0%,9.8,已售：493,结束：2023-12-01,5,14,海蓝厨房旗舰店,4.89,4.96,4.98,2023-04-18 21:56:19.486
"湖南特产农家手工火焙刁子鱼250g/500g叼子鱼烟熏小鱼干东江鱼",20.8,22.0%,4.58,已售：98,结束：2024-03-05,,,神犁食品旗舰店,4.77,4.61,4.97,2023-04-18 21:56:19.594
"【产地直发】福建漳州六鳌蜜薯 5斤装 香甜软糯食用农产品",23.9,18.0%,4.3,已售：49,结束：2024-01-04,,,喜鲜润生鲜旗舰店,4.68,4.78,4.51,2023-04-18 21:56:19.699
"钱江萧山萝卜干 500g 20g*25包 下饭菜酱菜咸菜榨菜开胃 杭州七宝",19.8,20.0%,3.96,已售：2002,结束：2023-12-31,13,,绍兴安昌古镇特产店,4.99,4.69,4.96,2023-04-18 21:56:19.828
"【助农链接】6斤农家大五星枇杷天然新鲜优质饱满肉厚鲜甜皮薄",19.99,27.0%,5.4,已售：27,结束：2023-06-30,,,金师姐厨娘生鲜旗舰店,4.74,4.79,4.02,2023-04-18 21:56:19.960
"拇指生煎包传统蒸迷你珍珠小笼包子半成品早餐皮薄爆汁方便速食",69.9,16.0%,11.18,已售：22,结束：2023-07-31,,,烈锤食品,4.89,4.88,4.67,2023-04-18 21:56:20.103
"【潮汕牛肉丸】4斤送粿条送酱料包正宗新鲜爆汁肉质实心鲜嫩劲道",98.0,37.0%,36.26,已售：908,结束：2028-07-29,1,4,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 21:56:20.220
"【性价比推荐】水果甜脐橙秭归玫瑰香橙新鲜多汁产地直发3/5/10斤",28.9,10.0%,2.89,已售：82,结束：2023-04-20,,,杰哥果园,4.79,4.72,4.44,2023-04-18 21:56:20.332
"水晶薄皮素包子小笼包早餐小吃灌汤包420g",28.8,25.0%,7.2,已售：1.3万,结束：2023-12-31,5,,七牛哥,4.91,4.97,4.93,2023-04-18 21:56:20.446
"纷扬酸菜鱼预制菜450g*3袋速食料理快手菜川味方便",59.9,20.0%,11.98,已售：11,结束：2023-04-30,,,纷扬生鲜旗舰店,4.98,4.81,4.41,2023-04-18 21:56:20.568
"安特鲁七哥0添加高蛋白烘焙动物黄油盘挞皮德式布丁盘挞288g/盒",29.9,20.0%,5.98,已售：780,结束：2023-12-31,,,安特鲁七哥烘焙旗舰店,4.74,4.75,4.9,2023-04-18 21:56:20.692
"王掌柜【顺丰包邮】洛川苹果国潮礼盒装年货送礼8/12粒5斤",59.9,20.0%,11.98,已售：618,结束：2023-04-30,,,王掌柜生鲜旗舰店,4.89,4.99,4.78,2023-04-18 21:56:20.825
"同庆楼酸菜黑鱼片380g*4 速冻免浆半成品方便速食预制菜-xy冷冻",119.9,20.0%,23.98,已售：619,结束：2024-02-01,,,同庆楼食品旗舰店,4.97,4.79,4.94,2023-04-18 21:56:20.948
"鱼哈哈酸菜肥肠257g*3盒预制菜快手菜半成品菜卤肥肠软糯冷冻",79.9,15.0%,11.98,已售：1463,结束：2023-12-31,1,10,鱼哈哈食品旗舰店,4.93,4.9,4.97,2023-04-18 21:56:21.073
"烤牛腿肉老北京烤肉新鲜牛肉家庭烤肉半成品菜韩式烤肉优质搭配",119.0,20.0%,23.8,已售：6,结束：2023-06-01,,,,,,,2023-04-18 21:56:21.185
"G【千味】0反式脂肪酸大个头桃桃瓜瓜果蔬蛋挞16个 春季限定",23.8,30.0%,7.14,已售：18,结束：2024-03-24,,,千味央厨官方旗舰店,4.95,3.37,4.63,2023-04-18 21:56:21.280
"lanmeisi/蓝美斯刺身生蚝现捞新鲜精品优质大号贝类礼盒顺丰生鲜",89.0,16.0%,14.24,已售：15,结束：2024-05-26,,,蓝美斯生蚝,4.44,4.41,4.62,2023-04-18 21:56:21.380
"顺誉食品 顺誉广东省内包邮糯米鸡组合装咸蛋黄瑶柱原味三种口味",93.0,17.0%,15.81,已售：396,结束：2023-07-31,,,顺誉食品,4.97,4.84,4.77,2023-04-18 21:56:21.481
"秦建国垆土铁棍山药新鲜河南焦作温县正宗【5斤装】软糯香面粉",59.0,30.0%,17.7,已售：287,结束：2024-02-04,,,秦建国食品旗舰店,4.72,4.71,4.96,2023-04-18 21:56:21.591
"【暖胃暖心】2-3人海南胡椒猪肚鸡火锅新鲜大半只海南文昌小母鸡",118.0,20.0%,23.6,已售：78,结束：2023-06-30,5,,海蓝厨房生鲜旗舰店,4.93,4.96,4.97,2023-04-18 21:56:21.695
"小建中汤   72克独立包装倪师推荐经典方甘草白芍干姜桂枝饴糖",69.9,50.0%,34.95,已售：15,结束：2024-04-01,,,三秋叶珍选,4.95,4.61,4.54,2023-04-18 21:56:21.797
"蔚鲜来 什锦蔬菜500g*4袋 速冻混合菜丁甜玉米粒 青豆 胡萝卜 YS",29.9,18.0%,5.38,已售：25,结束：2024-12-09,2,24,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 21:56:21.922
"【老客复购囤货版】7份海南正宗椰子鸡火锅文昌鸡母鸡海蓝厨房",348.0,20.0%,69.6,已售：53,结束：2023-08-31,2,,海蓝厨房生鲜旗舰店,4.93,4.96,4.97,2023-04-18 21:56:22.035
"【无骨鸡爪送腊八蒜】友膳坊500g/1000g柠檬酸辣藤椒蒜香无骨凤爪",28.8,20.0%,5.76,已售：24,结束：2024-04-30,,,友膳坊生鲜旗舰店,4.66,4.78,4.75,2023-04-18 21:56:22.138
"福建六鳌正宗沙地蜜薯软糯香甜5/3斤装食用农产品新鲜现挖包邮到",14.98,20.0%,3.0,已售：44,结束：2023-08-31,,,鲜禾农业产品,4.58,4.41,4.62,2023-04-18 21:56:22.237
"【风味美食】儿时味农村生态散养土猪五花梅菜扣肉罐头300g酱卤",99.0,20.0%,19.8,已售：12,结束：2024-03-10,,,儿时味旗舰店,4.98,4.91,4.77,2023-04-18 21:56:22.332
"【一等果】丹东铁皮柿子碱地草莓柿子鹰爪柿子酸酸甜甜3/5斤装",48.0,18.0%,8.64,已售：2282,结束：2023-06-30,,,凝生果业旗舰店,4.58,4.56,4.46,2023-04-18 21:56:22.431
"【果园现摘】海南现摘新鲜贵妃芒5斤大果单果150-200g 香甜多汁Z",29.9,22.0%,6.58,已售：680,结束：2024-08-31,,,佰纷佰禾生鲜旗舰店,4.71,4.93,4.29,2023-04-18 21:56:22.546
"【阿福家专享】枸杞嫩姜芽山东特产酸甜微辣爽口下饭菜200g袋装",9.9,35.0%,3.46,已售：4376,结束：2023-06-30,1,34,小胖家美食,4.97,4.92,4.55,2023-04-18 21:56:22.676
"海欣牛肉丸牛筋丸4包装共1000g 潮汕特产风味丸地道丸子火锅食材",86.0,20.0%,17.2,已售：756,结束：2024-03-23,,,海欣官方旗舰店,4.97,4.56,4.92,2023-04-18 21:56:22.812
"【体验装】烟台红富士苹果6个2.1斤小果/2.5斤中小果/2.9斤大果",16.9,15.0%,2.54,已售：572,结束：2024-01-01,43,,烟台苹果直供,4.53,4.63,4.18,2023-04-18 21:56:22.965
"K鸡蛋胶200头自家本港渔民自晒鸡蛋胶 小米胶40克罐装鱼胶花胶",29.9,9.0%,2.69,已售：3122,结束：2023-05-06,7,44,九辰严选个体店,4.77,4.85,4.95,2023-04-18 21:56:23.145
"湖北房县豆油精(腐竹)农家手工自然晾晒装100g-900g传统纯手工每",15.8,30.0%,4.74,已售：396,结束：2023-06-30,16,29,奕盛农产品企业店,4.6,4.4,4.73,2023-04-18 21:56:23.281
"彦伯剁椒鱼头650g/包（鱼头500g+调料150g）口感细腻新鲜肉质鲜嫩",69.9,13.0%,9.09,已售：18,结束：2023-10-31,,,彦伯官方旗舰店,4.96,4.95,4.71,2023-04-18 21:56:23.400
"【德添菌菇】好搭档970g(六种菇) 超值实惠 好吃不贵！包邮",68.0,20.0%,13.6,已售：218,结束：2023-06-30,1,10,德添菌菇品牌店,4.89,4.82,4.89,2023-04-18 21:56:23.499
"每日鲜做 拉丝软豆贡 潮汕特产美食小吃 茶配点心 350g",19.9,20.0%,3.98,已售：994,结束：2023-05-25,2,,潮膳坊供应链,4.58,4.54,4.44,2023-04-18 21:56:23.581
"Anjoy/安井【3袋】V形仿蟹肉锁鲜装冷冻手撕蟹柳火锅日料食材240g",49.8,15.0%,7.47,已售：17,结束：2024-03-31,,,杰源速冻食品,4.53,4.47,4.43,2023-04-18 21:56:23.668
"膳豊堂 竹蔗茅根雪梨马蹄水 300克 清甜（内含25包） ",19.8,20.0%,3.96,已售：2.3万,结束：2023-07-31,8,,膳豊堂优选,4.94,4.86,4.99,2023-04-18 21:56:23.759
"【焦作邮政】温县铁棍山药怀山药家庭装礼盒装2.5kg政府指定销售",89.0,10.0%,8.9,已售：137,结束：2023-04-30,,,焦作邮政,4.26,4.59,4.32,2023-04-18 21:56:23.848
"初荷【紫薯包】儿童营养早餐冷冻速食方便快捷懒人学生半成品馒头",15.8,20.0%,3.16,已售：64,结束：2024-02-14,30,42,初荷食品,4.86,4.69,4.73,2023-04-18 21:56:23.942
"思念【家常甄选】水饺猪肉白菜玉米蔬菜菌菇三鲜早餐速食水饺家庭",59.9,20.0%,11.98,已售：296,结束：2023-12-31,11,,思念速食旗舰店,4.93,4.88,4.99,2023-04-18 21:56:24.046
"俄罗斯风味卢布肠，大肉块250g*5，开袋即食猪肉",29.8,20.0%,5.96,已售：3603,结束：2023-10-31,7,19,北京首膳坊食品店,4.98,4.97,4.82,2023-04-18 21:56:24.161
"QINGSHE SEAFOOD加拿大进口水产 北极贝 日料刺身寿司食材300g",108.8,10.0%,10.88,已售：197,结束：2025-02-28,,,QINGSHE SEAFOOD生鲜旗舰店,4.8,3.58,4.95,2023-04-18 21:56:24.273
"佳得佳小龙虾烤肠肉肠墨鱼肠风味蒜香墨鱼肉含量大于93%鲜嫩食用",29.9,31.0%,9.27,已售：375,结束：2024-03-31,,,拾悦食品专营店,4.76,4.73,4.7,2023-04-18 21:56:24.372
"西厨贝可牛油葡式蛋挞皮蛋挞液套餐家用起酥皮烘焙DIY半成品2套",59.9,18.0%,10.78,已售：580,结束：2023-07-31,4,12,西厨贝可官方旗舰店,4.98,4.81,4.92,2023-04-18 21:56:24.477
"【塬上清涧】红枣 陕北狗头枣 大枣大红枣 枣子 一斤装500g",19.9,25.0%,4.98,已售：436,结束：2023-06-30,8,21,塬上清涧企业店,4.93,4.89,4.43,2023-04-18 21:56:24.585
"丹天下特大皮蛋松花蛋无铅工艺溏心皮蛋20枚",35.9,17.0%,6.1,已售：22,结束：2024-04-08,,,湖北丹天下禽蛋有限公司,4.88,4.92,4.41,2023-04-18 21:56:24.687
"【顺丰】麻辣田螺熟食开袋即食螺蛳零食爆辣口味嗦螺一斤",39.9,20.0%,7.98,已售：35,结束：2023-04-30,1,,蒙泰鲜食品,4.94,4.62,4.73,2023-04-18 21:56:24.795
"【轻食】翔泰新鲜海南三去罗非鱼700g*3袋 到手3袋（每袋2条）",83.0,22.0%,18.26,已售：514,结束：2023-04-30,1,2,翔泰XIANGTAI官方旗舰店,4.99,4.98,4.92,2023-04-18 21:56:24.899
"善食源 手抓饼 80g×10片×3包速冻纯净香脆营养冷冻简单新鲜早餐",39.9,20.0%,7.98,已售：226,结束：2032-07-31,14,,天狗生鲜专营店,4.82,4.12,4.9,2023-04-18 21:56:25.008
"湖南特产艾叶糍粑10.9元两包24片艾叶糍粑248克*2包24片新鲜艾叶",10.9,20.0%,2.18,已售：535,结束：2025-04-05,,,望和桥的小店个体店,4.5,4.87,4.72,2023-04-18 21:56:25.149
"精品优质海捕带鱼段 中段 新鲜冷冻 300g/袋*8袋 TZ",99.0,16.0%,15.84,已售：1900,结束：2024-03-31,,,青淼生鲜企业店,4.99,4.98,4.95,2023-04-18 21:56:25.261
"老诚一锅羊蝎子火锅多肉羊肉羊杂汤腊肉牛排牛杂烤肠牛肉丸羊排",69.0,23.0%,15.87,已售：2700,结束：2023-06-30,1,7,老诚一锅好物严选专卖店,4.62,4.97,4.76,2023-04-18 21:56:25.374
"德利汉姆【顺丰包邮】鸡肉早餐黑胡椒爆汁烤肠230g/袋营养肉肠",56.9,20.0%,11.38,已售：49,结束：2023-06-30,,,德利汉姆生鲜旗舰店,4.51,4.53,4.56,2023-04-18 21:56:25.489
"【顺丰包邮】正宗隰县玉露香梨5/8斤礼盒汁水超甜大果薄皮酥脆",56.9,10.0%,5.69,已售：19,结束：2023-04-30,,,馋果湾,4.73,4.67,4.48,2023-04-18 21:56:25.593
"秭归伦晚春橙 4.5斤装 好橙不怕晚 应季现摘橙子 伦晚橙  ",34.9,15.0%,5.24,已售：23,结束：2023-05-15,,,遇见美物生鲜旗舰店,4.9,4.99,4.59,2023-04-18 21:56:25.685
"【精品沃柑】现摘沃柑新鲜水果超甜薄皮桔子汁水充裕整箱5斤包邮",29.9,15.0%,4.48,已售：25,结束：2023-12-31,,,大头食品鲜果,4.84,4.95,4.56,2023-04-18 21:56:25.770
