商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"（一元福利）袜子女士短袜春夏季薄款透气白黑色夏天网眼浅口船袜",7.8,20.0%,1.56,已售：20,结束：2023-05-30,,,腾飞优品分享,4.65,4.67,4.17,2023-04-18 21:20:08.619
"韶泰圆形速燃炭果木炭烧烤炭无烟碳围炉煮茶炭暖手炉炭易燃引火炭",1.78,30.0%,0.53,已售：52,结束：2023-10-01,,,韶泰运动户外旗舰店,4.87,4.69,4.7,2023-04-18 21:20:08.705
"淋漓呼啦圈收腹美腰加重减肥神器家用健身专用成人瘦腰燃脂哗啦圈",68.0,47.0%,31.96,已售：5,结束：2032-03-28,,,淋漓健身训练旗舰店,4.94,4.26,4.52,2023-04-18 21:20:08.805
"包包男2023新款男士胸包帆布包单肩斜挎包韩版休闲运动旅行小背包",19.9,40.0%,7.96,已售：16,结束：2023-06-30,,,大帅电商贸易,4.23,4.53,4.67,2023-04-18 21:20:08.880
"环球运动鞋男夏季网面透气男鞋2023新款网红爆款百搭时尚跑步鞋潮",79.0,20.0%,15.8,已售：2,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:20:08.945
"环球厚底小白鞋女夏季网面透气女鞋2023新款薄款潮流圆头校园板鞋",79.0,20.0%,15.8,已售：1,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:20:09.025
"环球牛仔帆布鞋男夏季薄款透气男鞋2023新款百搭高颜值校园风板鞋",79.0,20.0%,15.8,已售：1,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:20:09.090
"狂潮2023款ZZ系列鲫鱼漂罗非鱼浮漂底钓专用鱼标",39.0,20.0%,7.8,已售：4,结束：2023-10-31,,,狂潮户外装备旗舰店,4.46,4.99,4.78,2023-04-18 21:20:09.165
"【主播专享】夏季轻薄冰丝防晒衣透气防紫外线遮阳男女户外连帽",39.9,20.0%,7.98,已售：2,结束：2024-03-31,,,鑫源协创工厂店,4.76,4.9,4.78,2023-04-18 21:20:09.241
"2023新款防紫外线冰感透气夏季防晒时尚衣女款短款防晒衣长袖遮阳",19.9,20.0%,3.98,已售：5,结束：2024-08-16,1,4,三石百货小店,4.84,4.79,4.26,2023-04-18 21:20:09.318
"电动车挂物包前置储物袋电瓶车摩托车防水收纳袋雨衣充电器置物袋",9.9,35.0%,3.46,已售：466,结束：2023-05-31,,,石家庄塑康体育用品有限公司的小店,4.93,4.84,4.98,2023-04-18 21:20:09.395
"500克鲫鱼鲤鱼综合腥香鱼饵可搓可拉饵料开饵垂钓味型诱鱼腥香饵",14.5,20.0%,2.9,已售：3212,结束：2023-12-31,,,天狼星钓具,4.79,4.51,4.98,2023-04-18 21:20:09.473
"2022年夏季泳衣女黑色显瘦性感学生保守小胸聚拢遮肚显瘦连体泳装",39.0,20.0%,7.8,已售：319,结束：2025-02-01,1,,璨宇抖音电商,4.22,4.92,4.35,2023-04-18 21:20:09.555
"滑行垫健身滑行盘滑毯家用滑雪机速滑运动健身",6.6,30.0%,1.98,已售：917,结束：2023-12-31,,,浙份爱运动户外旗舰店,4.9,4.54,4.87,2023-04-18 21:20:09.639
"电动车防尘罩 加厚遮阳防雨 耐脏 电瓶车遮雨布 摩托车车衣",19.9,40.0%,7.96,已售：3646,结束：2023-07-31,3,,惠品轩,4.74,4.95,4.43,2023-04-18 21:20:09.721
"官方旗舰冲锋衣女运动户外山系春秋防风衣防水外套女百搭时尚女款",29.99,20.0%,6.0,已售：4,结束：2024-05-31,,,连云港诚成服装有限公司的小店,4.66,4.8,4.92,2023-04-18 21:20:09.808
"诚成/CCYJ冲锋衣春摇粒绒抓绒外套耐磨户外运动服立领休闲男士",49.99,20.0%,10.0,已售：2,结束：2024-04-30,,,连云港诚成服装有限公司的小店,4.66,4.8,4.92,2023-04-18 21:20:09.895
"运动长袖速干宽松健身篮球跑步T恤训练热身投篮服排汗圆领可定制",26.5,6.0%,1.59,已售：148,结束：2023-04-30,,,HB运动健身馆,4.95,4.88,4.7,2023-04-18 21:20:09.981
"【买一送一】帽檐防晒面罩头戴式夏季遮阳骑行耳挂女冰丝防尘透气",7.9,20.0%,1.58,已售：260,结束：2023-05-01,,,米兰个体店,4.93,4.97,4.96,2023-04-18 21:20:10.070
"锚鱼锚钩铅坠串钩鱼坠钓坠防挂底两头带环铅坠铅砣矶钓坠海竿坠",11.0,10.0%,1.1,已售：452,结束：2024-02-01,4,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:10.163
"AOLIKES运动护腕健身篮球扭伤防护加压钓鱼器械轮滑TPU防膜护手腕",20.0,50.0%,10.0,已售：12,结束：2023-06-30,,,AOLIKES奥力克斯运动装备旗舰店,4.99,4.84,4.69,2023-04-18 21:20:10.252
"【套餐】户外帐篷野营全自动野餐公园防雨防虫防晒休闲沙滩帐篷",199.0,15.0%,29.85,已售：1,结束：2023-12-31,,,昕野xinye运动户外,4.9,4.91,4.82,2023-04-18 21:20:10.347
"GP/超霸9V碳性无汞干电池玩具话筒麦克风万用表测线仪6F229号电池",4.9,20.0%,0.98,已售：306,结束：2024-01-01,6,25,GP超霸电池,4.97,3.24,4.88,2023-04-18 21:20:10.441
"hairuisheng/海瑞圣铝盒吸汗带 止汗带 加长吸汗带 送后堵杆止",9.9,30.0%,2.97,已售：925,结束：2023-12-31,2,10,超哥户外精选,4.87,3.39,4.51,2023-04-18 21:20:10.525
"【三小瑜伽运动】躺靠两用 腰部训练器 按摩仪",19.8,50.0%,9.9,已售：5449,结束：2023-06-30,2,,三小爆品精选,4.88,4.88,4.96,2023-04-18 21:20:10.602
"6.99/两只装自动开合玻璃油壶防漏厨房油瓶家用自行车水壶分装瓶",6.99,13.0%,0.91,已售：2613,结束：2023-08-31,,,沐子家百,4.72,4.87,4.81,2023-04-18 21:20:10.672
"家用墙体哈克深蹲硬拉划船推举双杠单腿蹲起耸肩提踵拉背健身器材",188.0,5.0%,9.4,已售：5,结束：2023-12-31,,,vitox运动户外旗舰店,4.87,4.77,4.53,2023-04-18 21:20:10.738
"碳素远投竿长节海竿抛竿超硬锚鱼竿甩杆钓鱼海杆抛竿套装日本进口",140.0,10.0%,14.0,已售：14,结束：2023-05-05,,,纳卡钓具公司,3.64,4.76,4.55,2023-04-18 21:20:10.816
"160201云感五分高腰跑步运动短裤外穿防走光打底紧身瑜伽短裤女",69.0,21.0%,14.49,已售：3,结束：2024-03-31,,,爱帝旗舰店,4.98,4.77,4.97,2023-04-18 21:20:10.892
"瑜伽服女长袖上衣高腰弹力修身提臀健身长裤时尚显瘦运动健身套装",141.0,20.0%,28.2,已售：0,结束：2023-12-01,,,运动天地,4.64,4.49,4.44,2023-04-18 21:20:10.964
"361°篮球正规7号成年人男款5号儿童小学生男女生室外室内耐磨篮",47.9,15.0%,7.18,已售：115,结束：2023-12-31,2,,361°体育专卖店,4.82,3.59,4.92,2023-04-18 21:20:11.045
"SPLAN唤醒计划 健身服女T恤夏运动短袖142118",69.0,21.0%,14.49,已售：1460,结束：2023-07-15,1,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:20:11.122
"SPLAN唤醒计划 运动瑜伽健身速干工字背心-女款131083",69.0,21.0%,14.49,已售：377,结束：2023-07-15,1,1,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:20:11.197
"2023新款户外拖车折叠营地车购物露营野营地小推车摆摊小推拉货车",68.0,20.0%,13.6,已售：1,结束：2023-05-04,,,猿部落户外工厂,4.6,4.42,4.63,2023-04-18 21:20:11.281
"环球复古板鞋女夏季网面透气女鞋2023新款学生ins百搭校园风鞋子",69.0,20.0%,13.8,已售：2,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:20:11.367
"环球板鞋女ins潮百搭夏季透气女鞋2023新款爆款圆头休闲情侣鞋子",69.0,20.0%,13.8,已售：2,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:20:11.452
"环球厚底板鞋女ins潮百搭小个子女鞋2023新款夏季原创休闲大头鞋",69.0,20.0%,13.8,已售：2,结束：2023-04-30,,,HUANQIU环球运动旗舰店,4.88,3.04,3.59,2023-04-18 21:20:11.547
"跨境欧美新款蜜桃瑜伽短裤健身运动文胸短款软糯瑜伽服套装女现货",110.0,25.0%,27.5,已售：8,结束：2023-10-31,,,Yoga,4.45,4.71,4.01,2023-04-18 21:20:11.632
"野餐垫防潮户外露营便携可折叠防水野炊地垫野外帐篷草坪春游垫子",19.9,46.0%,9.15,已售：15,结束：2024-05-31,,,纳赛轻奢家居馆,4.8,4.88,4.61,2023-04-18 21:20:11.717
"Travelyou一次性马桶垫干净旅游出差酒店方便携带独立包装粘贴",11.9,21.0%,2.5,已售：39,结束：2024-03-31,,,Travelyou户外装备旗舰店,4.99,4.9,4.91,2023-04-18 21:20:11.804
"沃尔森露营帐篷灯【开阳】马灯照明超长续航野营氛围营地充电挂灯",99.9,28.0%,27.97,已售：4,结束：2024-03-31,1,,warsun户外照明官方旗舰店,4.34,4.17,4.96,2023-04-18 21:20:11.900
"小跨栏架障碍栏儿童田径足球训练器材田径训练跑步中学生专业中考",45.0,20.0%,9.0,已售：4,结束：2023-10-31,,,ProCircle运动健身,4.52,4.46,4.28,2023-04-18 21:20:11.991
"361°专业瑜伽垫加宽加厚条纹安全无异味隔音减震防滑家用瑜伽垫",45.9,15.0%,6.88,已售：88,结束：2023-12-31,,,361°体育专卖店,4.82,3.59,4.92,2023-04-18 21:20:12.089
"DP久量-居家旅行户外露营便捷式充电式小手电",9.9,10.0%,0.99,已售：89,结束：2023-09-01,17,27,久量运动户外旗舰店,4.86,4.71,4.73,2023-04-18 21:20:12.169
"儿童护膝护肘护腕套装防撞防摔舞蹈专用篮球足球运动护具海绵加厚",13.5,6.0%,0.81,已售：143,结束：2023-04-30,,,HB运动健身馆,4.95,4.88,4.7,2023-04-18 21:20:12.236
"中国国家队卫衣套装武术教练服春秋季纯棉运动上衣男女国旗套头衫",87.0,10.0%,8.7,已售：41,结束：2023-11-25,,,创新运动服装,4.89,4.86,4.24,2023-04-18 21:20:12.301
"老人拐杖凳子两用拐棍防滑登山手杖老年人折叠多功能超轻带灯可坐",59.0,22.0%,12.98,已售：2,结束：2023-07-13,,,千品好物,4.73,4.94,4.84,2023-04-18 21:20:12.370
"人本【网面女款】老爹鞋网面透气厚底鞋子跑步运动鞋女款潮",129.0,20.0%,25.8,已售：2,结束：2023-04-30,,,人本家的小店,4.99,4.76,4.99,2023-04-18 21:20:12.443
"2022新YONEX尤尼克斯新款专业羽毛球鞋210W定制舒适球鞋透气防滑",258.0,5.0%,12.9,已售：9,结束：2023-04-30,,,YONEX尤尼克斯动力专卖店,4.73,4.84,4.64,2023-04-18 21:20:12.516
"KUYU/酷娱上鱼快 鲫鱼窝料打窝米酒米大红中国红强力诱鱼快鱼饵",25.0,25.0%,6.25,已售：44,结束：2024-03-31,,,酷娱KUYU窝料工厂店,4.75,4.4,4.76,2023-04-18 21:20:12.590
"碳芯飞磕线防缠绕黑坑子线双钩成品罗非鲫鱼鲤鱼大马力pe线大力马",28.0,18.0%,5.04,已售：20,结束：2023-06-30,,,fish rider运动户外旗舰店,4.79,4.1,4.68,2023-04-18 21:20:12.669
"【拍一发三】浓缩红虫液_钓鱼饵料_诱鱼剂_甲鱼黑鱼鲶鱼鳖类窝料",18.8,45.0%,8.46,已售：5,结束：2023-05-31,,,鲟龙士户外渔具,4.37,4.72,4.94,2023-04-18 21:20:12.752
"无绳跳绳可调节不打结男女通用居家健身减重燃脂室内运动两用跳绳",29.8,17.0%,5.07,已售：6004,结束：2024-02-29,1,5,伽话运动户外旗舰店,4.94,4.75,4.93,2023-04-18 21:20:12.827
"煊赫门充气打火机防风直冲创意个性摇臂定制刻字高颜值送男友",26.9,30.0%,8.07,已售：4,结束：2023-05-31,,,世纪华联,4.86,4.97,4.98,2023-04-18 21:20:12.909
"高颜值加厚韩式麦饭石不粘无烟多功能电烤盘耐用方便清洗多用",82.0,15.0%,12.3,已售：19,结束：2023-04-30,,,户外露营指南,4.99,4.9,4.58,2023-04-18 21:20:12.996
"【9.9元/6盒】一次性香皂片旅行装便携式肥皂片儿童香皂纸洗手液",9.9,36.0%,3.56,已售：533,结束：2025-04-30,,,省老钱了日用百货,4.83,4.59,4.85,2023-04-18 21:20:13.080
"雷蛙套盒毒蟾尖嘴蛙毒箭改装款搭配上扬血槽钩打黑蛙送收纳盒盒装",26.91,15.0%,4.04,已售：18,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:13.166
"慕斯达根钓铅头钩微物路亚饵双背刺根钓钩防脱小型铅头钩青梢钩",40.0,15.0%,6.0,已售：53,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:13.252
"老马窝料-鱼儿乐 老马紫米 1100克装 野河垂钓鲫鱼鲤鱼打窝料",30.0,20.0%,6.0,已售：2410,结束：2023-05-07,,,扬州老马窝料,4.85,4.53,4.98,2023-04-18 21:20:13.341
"户外露萺推车营地拖车折叠超大野营手拉车露萺车轻便可折叠露营车",154.07,16.0%,24.65,已售：3,结束：2023-06-30,,,范世提运动户外旗舰店,4.77,4.84,4.86,2023-04-18 21:20:13.426
"一次性桃气乌龙多酚绿茶漱口水便携式清新口气果味护齿健龈清洁",7.9,35.0%,2.76,已售：5,结束：2024-10-31,2,,惠多美家居日用馆,4.99,4.9,4.98,2023-04-18 21:20:13.516
"防冻负重轴承跳绳中小学生中考考试体育锻炼运动钢丝轴承负重跳绳",9.9,36.0%,3.56,已售：1.4万,结束：2023-12-31,1,4,浙份爱运动户外旗舰店,4.9,4.54,4.87,2023-04-18 21:20:13.602
"文胸女聚拢防震交叉美背内衣裸感贴肤瑜伽健身吊带背心居家真皮",82.0,30.0%,24.6,已售：1,结束：2023-06-30,,,Yoga,4.45,4.71,4.01,2023-04-18 21:20:13.693
"SPLAN唤醒计划 高腰瑜伽健身跑步紧身长裤221197",119.0,21.0%,24.99,已售：10,结束：2023-11-30,1,,江和运动服饰店,4.98,4.91,4.86,2023-04-18 21:20:13.778
"泡沫轴肌肉按摩epp健身瑜伽柱实心加长运动放松筋膜腿背部滚轴",48.0,25.0%,12.0,已售：67,结束：2023-07-09,,,COLORFIT官方旗舰店,4.97,4.86,4.84,2023-04-18 21:20:13.851
"昕野一次性烧烤炉家庭户外便携家用款碳烤炉露营火烧木炭烤肉室内",25.9,18.0%,4.66,已售：3,结束：2024-04-30,,,昕野xinye运动户外,4.9,4.91,4.82,2023-04-18 21:20:13.915
"足球鞋低帮MG短钉人造草坪学生男女成人透气防水针织飞盘运动球鞋",290.0,8.0%,23.2,已售：16,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:20:13.989
"V/雅鹿蜜桃高腰裸感瑜伽裤高腰剪裁运动瑜伽裤提臀裸感SFD-K0000",79.0,30.0%,23.7,已售：0,结束：2024-06-30,,,雅鹿利泉专卖店,4.9,4.85,4.53,2023-04-18 21:20:14.062
"新款路亚假饵 水面拖拉机路亚饵 仿生假饵米诺翘嘴鲈鱼鲑鱼淡海水",7.84,20.0%,1.57,已售：28,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:14.136
"【KDST】瑜伽弹力带健身女阻力带力量训练臀翘臀神器拉力带拉力器",9.9,40.0%,3.96,已售：30,结束：2023-10-31,,,KDST官方旗舰店,4.06,4.48,4.2,2023-04-18 21:20:14.209
"HAISSKY跑步腰包男女户外健身防水运动腰包7寸苹果华为通用腰包",39.9,20.0%,7.98,已售：54,结束：2023-12-31,3,,海思凯运动户外企业店,4.98,4.51,4.83,2023-04-18 21:20:14.287
"供应渔具鱼钩五爪钩渔具铅坠 锚钩三爪钩垂钓高碳钢加强大号",1.9,10.0%,0.19,已售：2443,结束：2024-02-01,45,123,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:14.365
"时尚防晒三件套帽子眼镜冰袖SPORT运动棒球帽遮阳户外韩百搭骑行",9.9,15.0%,1.48,已售：43,结束：2024-08-10,13,,海川精选供应链,4.87,4.72,4.87,2023-04-18 21:20:14.444
"帽子女款2023新款遮阳帽夏季太阳帽大头围显脸小韩版潮户外运动",4.99,2.0%,0.1,已售：218,结束：2024-04-19,,,凤雏全品,4.71,4.77,4.9,2023-04-18 21:20:14.522
"宝宝帽子春秋季男童女童鸭舌帽可爱婴幼儿遮阳帽儿童棒球帽1687",15.9,15.0%,2.38,已售：6,结束：2023-12-31,,,格致精选,4.31,4.98,4.52,2023-04-18 21:20:14.609
"垂钓透气户外折叠椅子便携克米特椅露营靠背钓鱼凳沙滩野餐椅轻便",59.9,10.0%,5.99,已售：87,结束：2024-02-29,,,启贝运动户外专营店,4.91,4.78,4.97,2023-04-18 21:20:14.694
"野餐垫户外出游野营便携式防水加厚野餐布春游帐篷下防潮可折叠垫",7.9,15.0%,1.18,已售：25,结束：2023-06-30,,,uu优品,4.47,4.9,4.95,2023-04-18 21:20:14.781
"日夜两用_咬钩变色电子漂_新款芯片_重力感应_夜钓必备_2支包邮",28.8,40.0%,11.52,已售：7,结束：2023-05-31,,,鲟龙士户外渔具,4.37,4.72,4.94,2023-04-18 21:20:14.873
"奥奇峰二代后堵前堵固定圈鱼竿保护套竿止防滑防磨封口圈钓鱼小配",6.0,15.0%,0.9,已售：111,结束：2023-05-01,,,固安县拓江户外用品经营部的小店,4.93,4.94,4.75,2023-04-18 21:20:14.967
"帆布加厚渔具包_大容量_防水钓鱼包_多功能钓鱼包_海竿包_路亚包",59.8,40.0%,23.92,已售：40,结束：2023-05-31,,,鲟龙士户外渔具,4.37,4.72,4.94,2023-04-18 21:20:15.070
"路亚饵水蛭远投亮片饵白条马口饵鲈鱼翘嘴饵锌合金路亚亮片饵套装",13.9,10.0%,1.39,已售：725,结束：2024-02-01,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:20:15.158
"千源一次性烧烤一次性烧烤炉圆形室内户外野餐木炭便携烤肉烧烤架",9.9,22.0%,2.18,已售：26,结束：2023-12-31,1,10,千源小店,4.9,4.87,4.71,2023-04-18 21:20:15.267
﻿" ASRV春秋新款速干运动套头衫男子健身服户外跑步训练长袖快干",59.0,20.0%,11.8,已售：10,结束：2023-12-31,2,,ASRV运动服饰,4.6,4.71,4.92,2023-04-18 21:20:29.634
"袜子女中筒袜秋冬季网红大C字母长筒袜ins潮韩国学院风",18.8,25.0%,4.7,已售：1978,结束：2024-05-31,,,少华供应链,4.96,4.93,4.86,2023-04-18 21:20:29.726
"专业运动加厚毛巾底中筒袜篮球跑步户外登山防滑运动袜情侣袜秋冬",19.9,12.0%,2.39,已售：185,结束：2023-11-01,3,10,宝图曼Baotuman旗舰店,4.99,4.81,4.94,2023-04-18 21:20:29.808
"足球鞋低帮tf碎钉透气针织男女青少年学生人造草坪儿童成人运动鞋",285.0,8.0%,22.8,已售：9,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:20:29.876
"赢虎运动短裤男士跑步速干篮球健身美式五分裤子田径冰丝夏季薄款",29.9,25.0%,7.48,已售：18,结束：2024-12-31,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:20:29.946
"一次性四件套加厚隔脏旅行必备旅游住酒店宾馆便携式单双人三件套",15.8,20.0%,3.16,已售：37,结束：2023-09-30,,,帛然户外运动工厂店,4.77,4.77,4.69,2023-04-18 21:20:30.015
"8支迷你化妆刷便携式旅行套刷初学者软毛刷子化妆刷套装",6.9,10.0%,0.69,已售：509,结束：2024-12-31,,,哚维电子商务商行,4.9,4.96,4.62,2023-04-18 21:20:30.091
"ThousWinds千风户外收纳包露营装备工具包餐具炉具灯具气罐杂物袋",56.05,10.0%,5.6,已售：41,结束：2023-12-16,3,,Thous Winds千风旗舰店,4.63,4.56,4.63,2023-04-18 21:20:30.166
"夹腿神器多功能训练器家用锻炼手臂臀腿夹大腿内侧臀部练腿夹腿器",74.1,15.0%,11.12,已售：5,结束：2023-07-09,,,COLORFIT官方旗舰店,4.97,4.86,4.84,2023-04-18 21:20:30.248
"CCYJ 鸟家同款抓绒软壳冲锋衣男士休闲外套防风防水保暖户外运动",109.0,20.0%,21.8,已售：1,结束：2024-04-30,,,连云港诚成服装有限公司的小店,4.66,4.8,4.92,2023-04-18 21:20:30.325
"淳冠一次性内裤纯棉女式旅游无菌出差免洗产妇月子大码待产备产",12.9,15.0%,1.94,已售：17,结束：2024-06-30,5,11,淳冠户外旗舰店,4.63,4.41,4.78,2023-04-18 21:20:30.404
"旅行一次性床单被罩枕套旅游四件套双人酒店床上用品隔脏浴巾被套",18.8,12.0%,2.26,已售：13,结束：2023-06-30,9,,OEIEZ欧亿姿官方旗舰店,4.88,4.46,4.72,2023-04-18 21:20:30.490
"车载便携式折叠工具户外多功能工兵铲金刚铲高品质露营垂钓装备",18.9,12.0%,2.27,已售：10,结束：2023-05-31,,,尖端刀具露营用品,4.75,4.68,4.26,2023-04-18 21:20:30.573
"储水桶户外车载手提带水龙头大容量家用矿泉水桶有盖蓄水箱饮水桶",25.0,20.0%,5.0,已售：4,结束：2023-04-26,,,汀涛日用品商行个体店,4.45,4.57,4.53,2023-04-18 21:20:30.682
"低帮tf碎钉足球鞋人造草坪学生校园成人透气防滑耐磨飞盘运动球鞋",255.25,8.0%,20.42,已售：2,结束：2023-12-31,,,适步佳,4.08,4.87,3.3,2023-04-18 21:20:30.774
"男女通用多功能便捷式六管四管脚踏拉力器健身仰卧起坐辅助拉力器",9.9,30.0%,2.97,已售：9,结束：2024-03-10,,,靓丽精选个体店,4.98,4.87,4.9,2023-04-18 21:20:30.867
"瑜伽外穿打底裤紧身提臀高腰九分芭比裤单只口袋显瘦弹力十足薄款",49.99,20.0%,10.0,已售：2,结束：2023-04-30,,,Z袜子小铺,4.71,4.7,4.66,2023-04-18 21:20:30.957
"2023春季运动套装网红健身服女士专业跑步服速干宽松瑜伽服MM大码",69.0,30.0%,20.7,已售：46,结束：2023-05-31,1,1,韵玛思运动户外旗舰店,4.82,4.65,4.49,2023-04-18 21:20:31.046
