商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"【苹果/华为/小米/OPPO/VIVO】黛蓝玫瑰花钢化玻璃手机壳镜头保护",9.9,15.0%,1.48,已售：25,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:12.317
"【张醒醒】苹果/华为/小米/OPPO/VIVO个性摆烂小羊皮手机壳情侣壳",19.9,15.0%,2.98,已售：13,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:12.409
"借条欠款条欠条民间借贷工地结账欠款条正规模板欠条借款欠账收据",23.9,58.0%,13.86,已售：196,结束：2023-12-01,,,得财树工厂店,4.99,4.69,4.68,2023-04-18 20:24:12.507
"【苹果】ins博主高级立体编织小众防摔手机壳 iPhone14/13/12/11",20.9,20.0%,4.18,已售：2999,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:12.605
"葛雷劳斯22升小型迷你一体台式桌面茶杯茶具消毒柜烘干杀菌办公",279.0,15.0%,41.85,已售：2,结束：2023-05-31,,,劳斯,4.86,4.7,4.72,2023-04-18 20:24:12.706
"【苹果/华为/小米/OPPO/VIVO】搞怪表情小羊皮手机壳个性情侣软壳",6.9,25.0%,1.72,已售：19,结束：2024-02-01,6,18,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:12.805
"【苹果华为】苹果华为ins博主高级感褶皱爱心链条手机壳苹果14/13",29.9,20.0%,5.98,已售：201,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:12.904
"【苹果】高级气质棕色皮质腕带手机壳 iPhone14/13/12/11/xs/max",25.9,20.0%,5.18,已售：150,结束：2024-02-29,4,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:13.019
"复古宝石镜面苹果14promax/iPhone13/12pro/11手机壳 ",25.9,20.0%,5.18,已售：302,结束：2023-12-31,2,6,壳比家,4.85,4.92,4.7,2023-04-18 20:24:13.133
"【宠粉福利】太阳能充电宝自带四线手机通用",39.9,21.0%,8.38,已售：53,结束：2024-02-28,3,,好物之品,4.81,4.91,4.97,2023-04-18 20:24:13.242
"黑皇鼠标防滑贴罗技G903专用侧边吸汗贴heroLOL绝地求生贴纸背贴",14.8,20.0%,2.96,已售：109,结束：2023-05-01,,,乐真好物,4.95,4.69,4.99,2023-04-18 20:24:13.345
"Amoi/夏新新款电竞真无线吃鸡高音质续航长低延迟入耳式高端耳机",69.0,20.0%,13.8,已售：81,结束：2023-11-30,1,2,诺必行工厂直销店个体店,4.45,4.75,4.71,2023-04-18 20:24:13.440
"Disney/迪士尼LK-02无线耳机可爱音质手机通用小巧",49.9,28.0%,13.97,已售：1358,结束：2024-01-31,2,,普洛严选,4.93,4.76,4.66,2023-04-18 20:24:13.519
"优越者移动硬盘盒3.5/2.5寸通用sata转usb3.0外置固态硬盘保护壳",89.0,15.0%,13.35,已售：78,结束：2023-12-31,1,,优越者旗舰店,4.97,4.81,4.75,2023-04-18 20:24:13.600
"Disney/迪士尼真无线蓝牙耳机长续航通话降噪迷你入耳式耳机",29.9,15.0%,4.48,已售：110,结束：2023-04-30,3,3,迪士尼精城数码专卖店,4.71,4.43,4.76,2023-04-18 20:24:13.679
"新款小米平板5保护套11寸小米5Pro保护壳笔槽气囊防摔壳透明后壳",38.8,15.0%,5.82,已售：36,结束：2023-06-30,,,zoyu数码旗舰店,4.95,4.98,4.67,2023-04-18 20:24:13.766
"优禄苹果AirPods3保护套华强北4代四代蓝牙耳机硅胶保护壳加厚",11.8,20.0%,2.36,已售：81,结束：2023-06-30,3,15,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:24:13.850
"USB声控人工智能语音小夜灯小台灯卧室床头灯护眼LED睡觉氛围灯ai",15.9,17.0%,2.7,已售：1.1万,结束：2024-02-15,5,,万花筒之屋,4.73,4.31,4.48,2023-04-18 20:24:13.937
"复古酒红皮质高级感新款三包防摔手机壳苹果14/13/12/11/promax ",28.9,20.0%,5.78,已售：212,结束：2024-02-29,2,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:14.024
"怀旧街机麻将合集323 龙虎争霸  大满贯 安卓端+电脑端  重温经典",26.9,50.0%,13.45,已售：28,结束：2023-06-30,1,3,星凡游戏,4.83,4.66,4.91,2023-04-18 20:24:14.109
"RINRAY手机散热器双风扇三档直播温控数显风冷半导体降温手机背夹",98.0,20.0%,19.6,已售：2,结束：2024-05-01,,,聚汇天诚数码专营店,4.89,4.42,4.63,2023-04-18 20:24:14.193
"【苹果/华为/小米/OPPO/VIVO】黑白棋盘格小羊皮手机壳全包保护套",6.9,15.0%,1.04,已售：36,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:14.287
"Disney/迪士尼耳机无线蓝牙d10米奇卡通米妮迷你方便可爱小巧口袋",49.9,20.0%,9.98,已售：3,结束：2023-09-01,,,启诺数码专营店,4.79,4.42,4.59,2023-04-18 20:24:14.379
"多功能无线蓝牙直播麦克风挂脖耳机主播带耳麦k歌带声卡一体通用",260.13,15.0%,39.02,已售：7,结束：2023-05-31,,,直播精品工厂店,4.72,4.94,4.35,2023-04-18 20:24:14.470
"华为66W充电器超级快充mate40p50nova987数据线荣耀30充电线 安卓",8.8,30.0%,2.64,已售：23,结束：2023-06-30,2,14,雷电数码,4.43,4.81,4.9,2023-04-18 20:24:14.570
"pzoz全屏覆盖高透9D钢化膜苹果iwatch ultra手表贴膜防爆防水防尘",39.0,20.0%,7.8,已售：105,结束：2023-12-31,1,5,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:24:14.662
"纯铜21孔排插福利直销甩卖家用多功能2米长线插座",9.9,20.0%,1.98,已售：1.0万,结束：2023-06-01,10,16,揭西县棉湖黄牛电器经营部的小店,4.89,3.55,3.88,2023-04-18 20:24:14.759
"【适用苹果】苹果14钢化膜12保护膜iPhone13promax高清11手机贴膜",9.9,20.0%,1.98,已售：1154,结束：2023-09-30,2,12,华均魅旗舰店,4.34,4.84,4.46,2023-04-18 20:24:14.862
"【3.98包邮】一拖三手机充电线快充苹果安卓OPPO华为三合一数据线",3.98,15.0%,0.6,已售：4883,结束：2024-07-04,3,57,念之初优选,4.93,4.98,4.58,2023-04-18 20:24:14.984
"海贼王悬赏令挂件钥匙扣男孩子的生日礼物个性",19.8,20.0%,3.96,已售：286,结束：2024-10-31,2,10,抖抖动漫屋,4.83,4.9,3.11,2023-04-18 20:24:15.087
"MONSTER/魔声正品XKT01 高端真无线蓝牙耳机 男女生手机通用款",79.9,25.0%,19.98,已售：889,结束：2023-09-30,2,,伊源科技,4.74,4.79,4.61,2023-04-18 20:24:15.198
"【苹果/华为/小米/OPPO/VIVO】渐变砂粉兔钢化玻璃手机壳镜头保护",9.9,15.0%,1.48,已售：27,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:15.290
"苹果/华为/小米/OPPO/VIVO满屏小熊手机壳全包透明硅胶软壳防摔女",5.99,15.0%,0.9,已售：43,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:15.370
"【苹果/华为/小米/OPPO/VIVO】图腾棋盘格钢化玻璃手机壳镜头保护",9.9,17.0%,1.68,已售：25,结束：2025-03-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:15.453
"拍照道具简约摆件木质台历翻页日历北欧ins创意复古床头桌面装饰",25.8,25.0%,6.45,已售：32,结束：2023-06-30,,,索普曼数码旗舰店,4.92,4.76,4.61,2023-04-18 20:24:15.544
"爆款降噪空气传导耳机防汗防汗运动蓝牙耳机无线头戴式挂脖耳机",64.9,30.0%,19.47,已售：2,结束：2023-09-13,,,倍曼克影音旗舰店,4.66,4.73,4.73,2023-04-18 20:24:15.626
"【福利】手持桌面小风扇加大设计自带手机支架便捷静音usb可充电",15.9,20.0%,3.18,已售：18,结束：2023-12-31,,,卡树轻奢好物个体店,4.91,4.94,4.95,2023-04-18 20:24:15.711
"【苹果华为】ins克莱因蓝爱心电镀哑光银手机壳 iPhone14/13/12/",23.9,20.0%,4.78,已售：3366,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:15.800
"【限量】TYPE-C数据线软胶6A不伤机适用华为p20p30小米vivo快充线",15.9,40.0%,6.36,已售：10,结束：2024-05-31,,,兆滋数码,4.44,4.41,4.01,2023-04-18 20:24:15.889
"品胜适用于华为VIVO超级快充数据线安卓手机typec液态软胶数据线",25.9,10.0%,2.59,已售：168,结束：2023-11-30,2,14,品胜官方旗舰店,4.44,3.74,4.21,2023-04-18 20:24:15.977
"随身高清化妆镜USB暖手宝充电宝三合一迷你便携暖手神器创意礼品",188.0,20.0%,37.6,已售：0,结束：2024-06-30,,,MOMOHO数码旗舰店,4.68,4.27,4.48,2023-04-18 20:24:16.072
"桌面多功能喷雾式USB折叠伸缩加湿风扇静音大风力学生宿舍办公室",49.9,15.0%,7.48,已售：4,结束：2025-04-30,,,揭阳市飞澳电器厂,4.33,4.57,4.82,2023-04-18 20:24:16.161
"春夏复古珍珠皮质壳防摔苹果14promax/13/12pro/11手机壳  ",26.9,20.0%,5.38,已售：20,结束：2023-12-31,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:16.258
" ins简约风纯色松林绿轻薄防摔手机壳手机壳苹果14/13/12/11",20.9,20.0%,4.18,已售：480,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:16.357
"【苹果/华为/小米/OPPO/VIVO】大展宏兔小羊皮手机壳全包硅胶简约",6.9,15.0%,1.04,已售：29,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:16.454
"100头戴式可插卡可折叠无线蓝牙耳机所有手机通用型送音频线有线",38.8,19.0%,7.37,已售：14,结束：2023-10-04,,,潮派复古校园耳机城,4.67,4.75,4.85,2023-04-18 20:24:16.551
"ins女款简约皮质半包苹果14promax/iPhone13/12pro/11手机壳 ",22.9,20.0%,4.58,已售：84,结束：2023-09-30,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:16.656
"富家千金名媛半包皮质苹果14promax/iPhone13/12pro/11手机壳 ",22.9,20.0%,4.58,已售：63,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:16.757
"日系马卡龙简约陶瓷苹果14promax/13/12pro/11手机壳  ",22.9,20.0%,4.58,已售：23,结束：2023-12-31,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:16.856
"落地懒人支架补光灯自拍杆网红通用摄影拍照直播蓝牙直播多功能",40.9,30.0%,12.27,已售：48,结束：2023-12-21,2,,飙歌达人宜艺集专卖店,4.68,4.95,4.75,2023-04-18 20:24:16.963
"太空人手持无叶风扇高颜值迷你便携小风扇钥匙扣",15.9,12.0%,1.91,已售：72,结束：2024-12-31,19,18,顶真百货供应链,4.41,4.99,4.85,2023-04-18 20:24:17.064
"适用小米平板5pro12.4磁吸双面夹11英寸带搭扣笔槽超薄无框防弯",60.0,15.0%,9.0,已售：34,结束：2023-06-30,,,zoyu数码旗舰店,4.95,4.98,4.67,2023-04-18 20:24:17.169
"欧美风豹纹高级感全包防摔苹果14promax/iPhone13/12pro/11手机壳",25.9,20.0%,5.18,已售：109,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:17.260
"创意趣味诺基亚全包防摔苹果14promax/iPhone13/12pro/11手机壳 ",22.9,20.0%,4.58,已售：187,结束：2024-02-29,1,6,壳比家,4.85,4.92,4.7,2023-04-18 20:24:17.336
"memobird/咕咕机Toaster高清宽幅错题打印机学生错题整理便签手账",369.0,10.0%,36.9,已售：2,结束：2023-12-31,,,咕咕机智能设备旗舰店,4.88,4.82,4.76,2023-04-18 20:24:17.413
"新科S1600有线话筒麦克风专业KTV包房唱歌家用影院K歌话筒线长5米",89.0,10.0%,8.9,已售：7,结束：2023-05-31,,,创丰影音工厂店,4.62,4.76,4.93,2023-04-18 20:24:17.500
"游戏电竞小机械键盘鼠标键鼠套装87键有线青轴黑轴红轴茶轴网咖",176.0,10.0%,17.6,已售：36,结束：2026-11-30,1,,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:24:17.578
"deioo120W锌合金机客一拖三超级快充带灯三合一多头数据线充电线",19.9,30.0%,5.97,已售：26,结束：2023-07-31,,,掌握优选,4.97,4.62,4.87,2023-04-18 20:24:17.665
"酷比特智能小云音响网红蓝牙音箱低音炮HIFI音质双喇叭迷你重低音",59.9,30.0%,17.97,已售：2,结束：2023-04-30,,,KBT,4.76,4.53,4.82,2023-04-18 20:24:17.745
"萨克斯专用无线麦克风乐器话筒唢呐二胡舞台户外音响演出拾音器",118.0,30.0%,35.4,已售：1,结束：2023-06-30,,,慧鑫数码店,4.72,4.67,4.28,2023-04-18 20:24:17.827
"【一元福利】桌面多功能升降支架懒人便携ipad可折叠直播手机支架",1.0,13.0%,0.13,已售：3.3万,结束：2025-03-01,,,四季风供应链个体店,4.98,4.91,4.43,2023-04-18 20:24:17.921
"名片夹商务高档创意金属名片盒卡片收纳盒便携式名片盒子定制logo",18.8,10.0%,1.88,已售：196,结束：2023-05-20,,,小贤定制,4.84,4.54,4.56,2023-04-18 20:24:18.003
"【满分小学霸】大眼睛时间管理器计时器 可视化 静音机芯闹钟学生",88.0,20.0%,17.6,已售：1,结束：2024-04-22,,,满分小学霸鼎泰专卖店,4.99,4.96,4.93,2023-04-18 20:24:18.093
"皇家惠人小风扇办公室桌面风扇静音宿舍便携式迷你可充电usb床头",59.0,20.0%,11.8,已售：0,结束：2023-12-31,,,皇家惠人生活电器旗舰店,4.78,4.75,4.77,2023-04-18 20:24:18.200
"ANKER/安克【秒杀】Nano20W苹果充电器安克迷你便携苹果原厂同芯",79.0,15.0%,11.85,已售：1549,结束：2023-12-31,1,,ANKER安克官方旗舰店,4.86,4.99,4.84,2023-04-18 20:24:18.297
"适用联想拯救者手机5A闪充数据线拯救者2Pro双Type-C快充PD充电线",8.42,30.0%,2.53,已售：68,结束：2024-02-04,,,洛菲塔数码个体店,4.91,4.38,4.84,2023-04-18 20:24:18.390
"ins小众黑加仑字母爱心挂饰手机壳手机壳苹果14/13/12/11/x/max/",19.9,20.0%,3.98,已售：217,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:18.492
"Pisen/品胜10000毫安充电宝22.5W自带线快充超薄小巧迷你移动电源",119.0,10.0%,11.9,已售：5,结束：2023-11-30,,,品胜官方旗舰店,4.44,3.74,4.21,2023-04-18 20:24:18.601
"电脑游戏电竞机械鼠标有线apex绝地求生吃鸡csgo压枪英雄联盟宏",89.0,20.0%,17.8,已售：9,结束：2026-12-31,1,2,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:24:18.699
"ins韩国甜美补妆镜防摔苹果14promax/13/12pro/11手机壳  ",18.9,20.0%,3.78,已售：7,结束：2023-12-31,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:18.812
"  【苹果】ins高级感冷淡风金属链条手机夹斜挎绳14/13/12/手机壳",18.9,20.0%,3.78,已售：1254,结束：2024-02-29,3,5,壳比家,4.85,4.92,4.7,2023-04-18 20:24:30.447
"手机支架神器升降折叠桌面床上便携网红直播懒人平板架可爱手机座",9.9,50.0%,4.95,已售：483,结束：2024-03-31,1,6,新盛发居家优品生活馆,4.94,4.18,4.57,2023-04-18 20:24:30.539
"苹果/华为/小米/OPPO/VIVO蜡笔小新手机壳全包透明硅胶软壳防摔女",5.99,15.0%,0.9,已售：40,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:30.620
"A4合同本资料册文件夹多功能经理夹简约收纳本保险会议签单板夹",25.8,10.0%,2.58,已售：158,结束：2023-05-13,,,小贤定制,4.84,4.54,4.56,2023-04-18 20:24:30.697
"【金鹤电池】5号10粒+7号10粒玩具电池遥控电池电池",9.9,10.0%,0.99,已售：219,结束：2025-02-28,,,星火优品供应链,4.96,4.79,4.89,2023-04-18 20:24:30.767
"迪斯熊卡通防水姓名贴手写水杯名字标签贴纸儿童空白标记可爱口",7.9,10.0%,0.79,已售：354,结束：2023-06-30,10,43,迪毯学习用品专营店,4.85,3.91,4.95,2023-04-18 20:24:30.848
"鲁乐头戴式带麦电竞发光游戏无线蓝牙耳机降噪听声辩位超长续航",169.0,20.0%,33.8,已售：44,结束：2023-06-30,1,,LULE旗舰店,4.52,4.55,4.51,2023-04-18 20:24:30.932
"【主播补贴】2022新款蓝牙耳机 车载商务超长待机高质量蓝牙耳机",8.99,22.0%,1.98,已售：1.6万,结束：2026-11-07,2,,乐派电子,4.52,4.41,4.43,2023-04-18 20:24:31.011
"Sandisk/闪迪CZ50酷刃电脑U盘 USB2.0 便携商务优盘安全加密软件",23.9,5.0%,1.2,已售：402,结束：2023-12-31,6,25,闪迪官方旗舰店,4.98,4.95,4.77,2023-04-18 20:24:31.096
"照片来图定制钢化玻璃壳手机壳苹果VIVO华为OPPO真我荣耀小米红米",19.9,15.0%,2.98,已售：10,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:31.182
"【苹果/华为/小米/OPPO/VIVO】满心欢喜钢化玻璃手机壳镜头保护套",9.9,15.0%,1.48,已售：25,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:31.303
" ins斑点狗二合一菲林壳防摔苹果14promax/13/12pro/11手机壳 ",22.9,20.0%,4.58,已售：28,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:31.393
"【官方1:1】野径回环适用iwatch8表带苹果手表applewatchultra7/6",36.0,30.0%,10.8,已售：43,结束：2024-02-03,1,2,酷璇数码科技,4.36,4.77,4.74,2023-04-18 20:24:31.486
"家用多功能带usb插座多孔开关排插学生桌面宿舍立式线板带线插板",9.9,15.0%,1.48,已售：20,结束：2024-03-31,,,盟选,4.93,4.99,4.89,2023-04-18 20:24:31.574
"HNYY06蓝牙音箱立体音低音炮便携式小音响串联手机通用",29.9,27.0%,8.07,已售：45,结束：2024-03-31,,,HNY影音数码旗舰店,4.86,4.94,4.66,2023-04-18 20:24:31.659
"ins小众大蒜鼻水泥灰防摔手机壳苹果14/13/12/11/x/max/xs ",17.9,20.0%,3.58,已售：398,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:31.754
"【苹果】ins小众复古做旧风大理石支架手机壳 iPhone13/12/11/xs",22.9,20.0%,4.58,已售：206,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:31.844
"苹果华为菲林壳黑白渲染高级感14promax/iPhone13/12pro/11手机壳",22.9,20.0%,4.58,已售：157,结束：2024-02-29,1,5,壳比家,4.85,4.92,4.7,2023-04-18 20:24:31.940
"【专属】晨光科目袋双层学科分类科目袋收纳网纱",19.8,15.0%,2.97,已售：1037,结束：2023-06-30,,,晨光文具专卖店,4.98,4.06,4.76,2023-04-18 20:24:32.037
"S03骨传导不入耳无线夹耳式蓝牙耳机运动音乐单双耳适用华为苹果",79.9,40.0%,31.96,已售：1,结束：2023-07-31,,,绝代双骄数码专营店,4.5,4.87,4.63,2023-04-18 20:24:32.132
"斜挎手机夹镜面手机壳冷淡高级感网红款苹果14promax/13/12pro/11",19.9,20.0%,3.98,已售：40,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:32.221
"Vido原道耳机升级线版网红平头塞正品重低音立体声MX500游戏耳塞",15.9,10.0%,1.59,已售：474,结束：2024-04-30,,,原道影音,4.86,3.33,4.91,2023-04-18 20:24:32.304
"适用vivoiQOO10闪充数据线iqoo10Pro双typec快充120W充电线加长",11.82,30.0%,3.55,已售：17,结束：2024-02-24,3,10,风度狼数码个体店,4.52,4.54,4.42,2023-04-18 20:24:32.378
"迪士尼  网红一拖三充电线可伸缩j Y",15.9,25.0%,3.98,已售：2995,结束：2023-04-30,3,5,晓晓音乐,4.72,4.77,4.52,2023-04-18 20:24:32.450
"磁吸纤维纹苹果13手机壳iphone13pro新款12/13Promax全包高级感硬",39.8,20.0%,7.96,已售：64,结束：2023-07-31,2,,亨登数码专营店,4.51,4.93,4.08,2023-04-18 20:24:32.518
"苹果/华为/OPPO/vivo/小米 苹果14手机壳高级感钢化玻璃全包网红",14.9,35.0%,5.22,已售：78,结束：2023-06-30,1,6,孖壳数码,4.98,4.83,4.51,2023-04-18 20:24:32.600
"游戏机械电竞小键盘鼠标87键键鼠套装青轴黑轴红轴茶轴网咖吃鸡",159.0,10.0%,15.9,已售：14,结束：2026-02-28,1,,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:24:32.676
"【 京福】无线蓝牙耳机2022年新款迷你高音质适用苹果安卓手机",29.9,15.0%,4.48,已售：1096,结束：2023-05-31,2,6,京福旗舰店,4.54,4.92,4.91,2023-04-18 20:24:32.754
"适用于苹果13ProMax华为荣耀70网红款女款直边iPhone14plus手机壳",1.0,50.0%,0.5,已售：59,结束：2023-04-28,,,森界数码,4.92,4.72,4.69,2023-04-18 20:24:32.836
"【苹果/华为/小米/OPPO/VIVO】可爱兔子小羊皮手机壳软硅胶全包女",6.9,15.0%,1.04,已售：29,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:32.921
"直边手机壳苹果/华为/小米/OPPO/VIVO薯片乐事全包硅胶软壳防摔女",5.99,15.0%,0.9,已售：33,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:33.008
"透明手机壳苹果/华为/小米/OPPO/VIVO云端小熊全包硅胶软壳防摔女",5.99,15.0%,0.9,已售：31,结束：2024-04-01,,,仪宝严选,4.86,4.97,4.05,2023-04-18 20:24:33.094
"手机桌面支架升降懒人便携可折叠多功能平板网红通用型看电视支架",9.99,50.0%,5.0,已售：56,结束：2023-08-18,,,义乌精选供应链,4.89,4.86,4.58,2023-04-18 20:24:33.180
"户外无线蓝牙音箱随身便携式迷你插卡超重低音炮跑步家用蓝牙音响",68.0,15.0%,10.2,已售：130,结束：2023-04-30,,,山西亿梦网络科技有限公司的小店,3.88,4.62,4.39,2023-04-18 20:24:33.271
"【苹果】复古文字书香气息创意支架手机壳 iPhone13/12/11/xs/max",21.9,20.0%,4.38,已售：218,结束：2024-02-29,,,壳比家,4.85,4.92,4.7,2023-04-18 20:24:33.365
"儿童迷你卡通手持小风扇桌面便携小型风扇学生宿舍草莓熊电风扇女",11.9,15.0%,1.78,已售：154,结束：2023-09-30,,,乐尚星旗舰店,4.8,4.9,4.95,2023-04-18 20:24:33.458
